iter,batch_size,epoch,loss,mean_loss,Loss,SSIM,PSNR
122,64,0,0.03596343845129013,,,,
123,64,0,0.03267062455415726,,,,
124,64,0,0.03154861181974411,,,,
125,64,0,0.03956448286771774,,,,
126,64,0,0.03370792791247368,,,,
127,64,0,0.03505962714552879,,,,
128,64,0,0.034847691655159,,,,
129,64,0,0.030062027275562286,,,,
130,64,0,0.028618186712265015,,,,
131,64,0,0.026483040302991867,,,,
132,64,0,0.03283224254846573,,,,
133,64,0,0.03695876523852348,,,,
134,64,0,0.03436730429530144,,,,
135,64,0,0.03300723433494568,,,,
136,64,0,0.03503379970788956,,,,
137,64,0,0.030751308426260948,,,,
138,64,0,0.030051112174987793,,,,
139,64,0,0.028727132827043533,,,,
140,64,0,0.0341978594660759,,,,
141,64,0,0.036051616072654724,,,,
142,64,0,0.03758947551250458,,,,
143,64,0,0.033945102244615555,,,,
144,64,0,0.03825521096587181,,,,
145,64,0,0.03198051452636719,,,,
146,64,0,0.03207125887274742,,,,
147,64,0,0.033404577523469925,,,,
148,64,0,0.0313718244433403,,,,
149,64,0,0.029238907620310783,,,,
150,64,0,0.028715912252664566,,,,
151,64,0,0.03268773853778839,,,,
152,64,0,0.030994927510619164,,,,
153,64,0,0.030353104695677757,,,,
154,64,0,0.03408319875597954,,,,
155,64,0,0.03376922011375427,,,,
156,64,0,0.03056078776717186,,,,
157,64,0,0.03147135302424431,,,,
158,64,0,0.026798062026500702,,,,
159,64,0,0.02766038477420807,,,,
160,64,0,0.037107016891241074,,,,
161,64,0,0.033151812851428986,,,,
162,64,0,0.03757854551076889,,,,
163,64,0,0.02730698511004448,,,,
164,64,0,0.03199615702033043,,,,
165,64,0,0.03268183767795563,,,,
166,64,0,0.03187241405248642,,,,
167,64,0,0.02667878195643425,,,,
168,64,0,0.02749507687985897,,,,
169,64,0,0.030831798911094666,,,,
170,64,0,0.030895691365003586,,,,
171,64,0,0.030644787475466728,,,,
172,64,0,0.02974381111562252,,,,
173,64,0,0.02694339118897915,,,,
174,64,0,0.030311226844787598,,,,
175,64,0,0.030129877850413322,,,,
176,64,0,0.027553942054510117,,,,
177,64,0,0.03388857841491699,,,,
178,64,0,0.032451730221509933,,,,
179,64,0,0.032731037586927414,,,,
180,64,0,0.033141642808914185,,,,
181,64,0,0.03494897112250328,,,,
182,64,0,0.03048814833164215,,,,
183,64,0,0.031207798048853874,,,,
184,64,0,0.031756848096847534,,,,
185,64,0,0.0302509106695652,,,,
186,64,0,0.0326598584651947,,,,
187,64,0,0.026990607380867004,,,,
188,64,0,0.031737666577100754,,,,
189,64,0,0.03001594915986061,,,,
190,64,0,0.026770349591970444,,,,
191,64,0,0.028835659846663475,,,,
192,64,0,0.031495481729507446,,,,
193,64,0,0.029585029929876328,,,,
194,64,0,0.030820976942777634,,,,
195,64,0,0.027050554752349854,,,,
196,64,0,0.03197953850030899,,,,
197,64,0,0.03184060752391815,,,,
198,64,0,0.03265801817178726,,,,
199,64,0,0.02645730972290039,,,,
200,64,0,0.03129414841532707,,,,
201,64,0,0.03227356821298599,,,,
202,64,0,0.034235142171382904,,,,
203,64,0,0.0334307998418808,,,,
204,64,0,0.03013695403933525,,,,
205,64,0,0.031559545546770096,,,,
206,64,0,0.029060564935207367,,,,
207,64,0,0.03228914365172386,,,,
208,64,0,0.032831769436597824,,,,
209,64,0,0.02966996096074581,,,,
210,64,0,0.03141716122627258,,,,
211,64,0,0.03583570569753647,,,,
212,64,0,0.033472709357738495,,,,
213,64,0,0.03250645846128464,,,,
214,64,0,0.029254674911499023,,,,
215,64,0,0.03789808228611946,,,,
216,64,0,0.02711072564125061,,,,
217,64,0,0.02590405009686947,,,,
218,64,0,0.029424285516142845,,,,
219,64,0,0.035626523196697235,,,,
220,64,0,0.027760926634073257,,,,
221,64,0,0.029815223067998886,,,,
222,64,0,0.02643047273159027,,,,
223,64,0,0.029727816581726074,,,,
224,64,0,0.03199616074562073,,,,
225,64,0,0.03055732510983944,,,,
226,64,0,0.029881155118346214,,,,
227,64,0,0.03244733065366745,,,,
228,64,0,0.030353426933288574,,,,
229,64,0,0.029365960508584976,,,,
230,64,0,0.03371672332286835,,,,
231,64,0,0.04013602063059807,,,,
232,64,0,0.030896320939064026,,,,
233,64,0,0.026667341589927673,,,,
234,64,0,0.033983565866947174,,,,
235,64,0,0.035274937748909,,,,
236,64,0,0.026339538395404816,,,,
237,64,0,0.028414873406291008,,,,
238,64,0,0.0275103859603405,,,,
239,64,0,0.029421675950288773,,,,
240,64,0,0.027623802423477173,,,,
241,64,0,0.026797570288181305,,,,
242,64,0,0.02431103214621544,,,,
243,64,0,0.026160111650824547,,,,
244,64,0,0.028452109545469284,,,,
245,64,0,0.026448583230376244,,,,
246,64,0,0.027303338050842285,,,,
247,64,0,0.029375910758972168,,,,
248,64,0,0.03154094144701958,,,,
249,64,0,0.02258845791220665,,,,
250,64,0,0.029810067266225815,,,,
251,64,0,0.03167835623025894,,,,
252,64,0,0.03166060149669647,,,,
253,64,0,0.027176767587661743,,,,
254,64,0,0.025323878973722458,,,,
255,64,0,0.026336144655942917,,,,
256,64,0,0.02741849049925804,,,,
257,64,0,0.024930648505687714,,,,
258,64,0,0.029094627127051353,,,,
259,64,0,0.027808902785182,,,,
260,64,0,0.029430998489260674,,,,
261,64,0,0.027634933590888977,,,,
262,64,0,0.032328441739082336,,,,
263,64,0,0.028729978948831558,,,,
264,64,0,0.02898980677127838,,,,
265,64,0,0.02758752554655075,,,,
266,64,0,0.027510032057762146,,,,
267,64,0,0.028034478425979614,,,,
268,64,0,0.025950944051146507,,,,
269,64,0,0.028532063588500023,,,,
270,64,0,0.02408498153090477,,,,
271,64,0,0.02504037693142891,,,,
272,64,0,0.03056141547858715,,,,
273,64,0,0.0254827793687582,,,,
274,64,0,0.02880166471004486,,,,
275,64,0,0.02516557089984417,,,,
276,64,0,0.026221662759780884,,,,
277,64,0,0.028874507173895836,,,,
278,64,0,0.029312802478671074,,,,
279,64,0,0.026945140212774277,,,,
280,64,0,0.02995784394443035,,,,
281,64,0,0.027668436989188194,,,,
282,64,0,0.02387772500514984,,,,
283,64,0,0.025388523936271667,,,,
284,64,0,0.02861260250210762,,,,
285,64,0,0.026443561539053917,,,,
286,64,0,0.03139978647232056,,,,
287,64,0,0.03261883556842804,,,,
288,64,0,0.025884345173835754,,,,
289,64,0,0.026558106765151024,,,,
290,64,0,0.02586851641535759,,,,
291,64,0,0.026500049978494644,,,,
292,64,0,0.0251320730894804,,,,
293,64,0,0.031028365716338158,,,,
294,64,0,0.027601778507232666,,,,
295,64,0,0.028096063062548637,,,,
296,64,0,0.022218240424990654,,,,
297,64,0,0.023882266134023666,,,,
298,64,0,0.031407903879880905,,,,
299,64,0,0.02445777878165245,,,,
300,64,0,0.026548277586698532,,,,
301,64,0,0.027511566877365112,,,,
302,64,0,0.026897599920630455,,,,
303,64,0,0.030093198642134666,,,,
304,64,0,0.024520430713891983,,,,
305,64,0,0.032861240208148956,,,,
306,64,0,0.025177527219057083,,,,
307,64,0,0.028070440515875816,,,,
308,64,0,0.030211513862013817,,,,
309,64,0,0.024259939789772034,,,,
310,64,0,0.030901087448000908,,,,
311,64,0,0.027636326849460602,,,,
312,64,0,0.029273485764861107,,,,
313,64,0,0.023195531219244003,,,,
314,64,0,0.026116356253623962,,,,
315,64,0,0.024771777912974358,,,,
316,64,0,0.02866758406162262,,,,
317,64,0,0.031196897849440575,,,,
318,64,0,0.02896926924586296,,,,
319,64,0,0.027298927307128906,,,,
320,64,0,0.024365562945604324,,,,
321,64,0,0.024088770151138306,,,,
322,64,0,0.02172713540494442,,,,
323,64,0,0.021734818816184998,,,,
324,64,0,0.02834096923470497,,,,
325,64,0,0.024081578478217125,,,,
326,64,0,0.02314027212560177,,,,
327,64,0,0.022987928241491318,,,,
328,64,0,0.024929646402597427,,,,
329,64,0,0.024398505687713623,,,,
330,64,0,0.023339703679084778,,,,
331,64,0,0.03489730507135391,,,,
332,64,0,0.024305779486894608,,,,
333,64,0,0.027385709807276726,,,,
334,64,0,0.026689350605010986,,,,
335,64,0,0.023327669128775597,,,,
336,64,0,0.028262481093406677,,,,
337,64,0,0.02537662349641323,,,,
338,64,0,0.02241034433245659,,,,
339,64,0,0.023868750780820847,,,,
340,64,0,0.02651437185704708,,,,
341,64,0,0.02823299914598465,,,,
342,64,0,0.028114033862948418,,,,
343,64,0,0.022421207278966904,,,,
344,64,0,0.02293234132230282,,,,
345,64,0,0.020896833389997482,,,,
346,64,0,0.029189936816692352,,,,
347,64,0,0.022266525775194168,,,,
348,64,0,0.023957937955856323,,,,
349,64,0,0.025036919862031937,,,,
350,64,0,0.026523945853114128,,,,
351,64,0,0.02344326674938202,,,,
352,64,0,0.024544239044189453,,,,
353,64,0,0.02443377673625946,,,,
354,64,0,0.02530408278107643,,,,
355,64,0,0.02651454322040081,,,,
356,64,0,0.023888006806373596,,,,
357,64,0,0.02195555530488491,,,,
358,64,0,0.0259860809892416,,,,
359,64,0,0.026213735342025757,,,,
360,64,0,0.022556349635124207,,,,
361,64,0,0.023323174566030502,,,,
362,64,0,0.02231106162071228,,,,
363,64,0,0.021390721201896667,,,,
364,64,0,0.02176993153989315,,,,
365,64,0,0.01981019787490368,,,,
366,64,0,0.019321464002132416,,,,
367,64,0,0.021605148911476135,,,,
368,64,0,0.024582188576459885,,,,
369,64,0,0.024038171395659447,,,,
370,64,0,0.023248067125678062,,,,
371,64,0,0.020558267831802368,,,,
372,64,0,0.02305690012872219,,,,
373,64,0,0.022007238119840622,,,,
374,64,0,0.021725095808506012,,,,
375,64,0,0.02094520442187786,,,,
376,64,0,0.021213348954916,,,,
377,64,0,0.02214348316192627,,,,
378,64,0,0.024653783068060875,,,,
379,64,0,0.024662485346198082,,,,
380,64,0,0.02530873380601406,,,,
381,64,0,0.025145141407847404,,,,
382,64,0,0.026599261909723282,,,,
383,64,0,0.021007638424634933,,,,
384,64,0,0.019522251561284065,,,,
385,64,0,0.027871619910001755,,,,
386,64,0,0.024089645594358444,,,,
387,64,0,0.02181360125541687,,,,
388,64,0,0.024166807532310486,,,,
389,64,0,0.024519875645637512,,,,
390,64,0,0.019083058461546898,,,,
391,64,0,0.021636685356497765,,,,
392,64,0,0.021399125456809998,,,,
393,64,0,0.02036478742957115,,,,
394,64,0,0.02523471973836422,,,,
395,64,0,0.021944133564829826,,,,
396,64,0,0.022618725895881653,,,,
397,64,0,0.021700426936149597,,,,
398,64,0,0.021793534979224205,,,,
399,64,0,0.028360983356833458,,,,
400,64,0,0.024069231003522873,,,,
401,64,0,0.020551372319459915,,,,
402,64,0,0.02868659794330597,,,,
403,64,0,0.03018168732523918,,,,
404,64,0,0.026428788900375366,,,,
405,64,0,0.032182641327381134,,,,
406,64,0,0.033992230892181396,,,,
407,64,0,0.025509437546133995,,,,
408,64,0,0.028981726616621017,,,,
409,64,0,0.02579549513757229,,,,
410,64,0,0.02304445579648018,,,,
411,64,0,0.02892538532614708,,,,
412,64,0,0.02399393543601036,,,,
413,64,0,0.028338365256786346,,,,
414,64,0,0.024816354736685753,,,,
415,64,0,0.02559024840593338,,,,
416,64,0,0.021998342126607895,,,,
417,64,0,0.0260067880153656,,,,
418,64,0,0.023192068561911583,,,,
419,64,0,0.022485312074422836,,,,
420,64,0,0.02634500525891781,,,,
421,64,0,0.02229234389960766,,,,
422,64,0,0.025207027792930603,,,,
423,64,0,0.025817690417170525,,,,
424,64,0,0.02043488621711731,,,,
425,64,0,0.023853849619627,,,,
426,64,0,0.0237436443567276,,,,
427,64,0,0.023203279823064804,,,,
428,64,0,0.02251628041267395,,,,
429,64,0,0.024047892540693283,,,,
430,64,0,0.02140311896800995,,,,
431,64,0,0.02272356115281582,,,,
432,64,0,0.022866323590278625,,,,
433,64,0,0.022508209571242332,,,,
434,64,0,0.027267824858427048,,,,
435,64,0,0.026296300813555717,,,,
436,64,0,0.02810245007276535,,,,
437,64,0,0.025661703199148178,,,,
438,64,0,0.02321985363960266,,,,
439,64,0,0.02861667424440384,,,,
440,64,0,0.023951968178153038,,,,
441,64,0,0.02016746625304222,,,,
442,64,0,0.026966113597154617,,,,
443,64,0,0.020744530484080315,,,,
444,64,0,0.022747691720724106,,,,
445,64,0,0.0233592689037323,,,,
446,64,0,0.02351893112063408,,,,
447,64,0,0.0247279591858387,,,,
448,64,0,0.026840632781386375,,,,
449,64,0,0.02509567141532898,,,,
450,64,0,0.021747266873717308,,,,
451,64,0,0.022351767867803574,,,,
452,64,0,0.022812891751527786,,,,
453,64,0,0.020962320268154144,,,,
454,64,0,0.022128239274024963,,,,
455,64,0,0.0237194262444973,,,,
456,64,0,0.02190016582608223,,,,
457,64,0,0.023385269567370415,,,,
458,64,0,0.023530971258878708,,,,
459,64,0,0.019302064552903175,,,,
460,64,0,0.021255573257803917,,,,
461,64,0,0.020671695470809937,,,,
462,64,0,0.021847082301974297,,,,
463,64,0,0.020817318931221962,,,,
464,64,0,0.020325418561697006,,,,
465,64,0,0.025040175765752792,,,,
466,64,0,0.019799666479229927,,,,
467,64,0,0.020472729578614235,,,,
468,64,0,0.0233343243598938,,,,
469,64,0,0.021113932132720947,,,,
470,64,0,0.02316123992204666,,,,
471,64,0,0.020113198086619377,,,,
472,64,0,0.01758561283349991,,,,
473,64,0,0.020407166332006454,,,,
474,64,0,0.019780509173870087,,,,
475,64,0,0.02198151871562004,,,,
476,64,0,0.028047844767570496,,,,
477,64,0,0.02331748604774475,,,,
478,64,0,0.023632405325770378,,,,
479,64,0,0.02323259972035885,,,,
480,64,0,0.022166823968291283,,,,
481,64,0,0.022913089022040367,,,,
482,64,0,0.022643689066171646,,,,
483,64,0,0.020532891154289246,,,,
484,64,0,0.021975306794047356,,,,
485,64,0,0.022815141826868057,,,,
486,64,0,0.024537010118365288,,,,
487,64,0,0.023698262870311737,,,,
488,64,0,0.022793233394622803,,,,
489,64,0,0.024848543107509613,,,,
490,64,0,0.018733343109488487,,,,
491,64,0,0.021558985114097595,,,,
492,64,0,0.022531330585479736,,,,
493,64,0,0.023534586653113365,,,,
494,64,0,0.021969851106405258,,,,
495,64,0,0.023197203874588013,,,,
496,64,0,0.022281020879745483,,,,
497,64,0,0.01911359652876854,,,,
498,64,0,0.02289154753088951,,,,
499,64,0,0.01697719842195511,,,,
500,64,0,0.019305182620882988,,,,
501,64,0,0.024066230282187462,,,,
502,64,0,0.01922908052802086,,,,
503,64,0,0.019722815603017807,,,,
504,64,0,0.021768704056739807,,,,
505,64,0,0.02300455793738365,,,,
506,64,0,0.019424784928560257,,,,
507,64,0,0.025532513856887817,,,,
508,64,0,0.020047685131430626,,,,
509,64,0,0.022280601784586906,,,,
510,64,0,0.022433742880821228,,,,
511,64,0,0.022678684443235397,,,,
512,64,0,0.021507561206817627,,,,
513,64,0,0.0233435221016407,,,,
514,64,0,0.024002041667699814,,,,
515,64,0,0.025041578337550163,,,,
516,64,0,0.021854711696505547,,,,
517,64,0,0.02004980482161045,,,,
518,64,0,0.02035519853234291,,,,
519,64,0,0.021363889798521996,,,,
520,64,0,0.019733507186174393,,,,
521,64,0,0.022140081971883774,,,,
522,64,0,0.01821182668209076,,,,
523,64,0,0.019450947642326355,,,,
524,64,0,0.0210484117269516,,,,
525,64,0,0.022302960976958275,,,,
526,64,0,0.022489208728075027,,,,
527,64,0,0.022556498646736145,,,,
528,64,0,0.02579805627465248,,,,
529,64,0,0.020009491592645645,,,,
530,64,0,0.023365071043372154,,,,
531,64,0,0.021082406863570213,,,,
532,64,0,0.019724832847714424,,,,
533,64,0,0.02372038923203945,,,,
534,64,0,0.01774682104587555,,,,
535,64,0,0.02378952130675316,,,,
536,64,0,0.01590690389275551,,,,
537,64,0,0.021306335926055908,,,,
538,64,0,0.019274331629276276,,,,
539,64,0,0.019706621766090393,,,,
540,64,0,0.020986318588256836,,,,
541,64,0,0.01838671788573265,,,,
542,64,0,0.024891730397939682,,,,
543,64,0,0.0240592360496521,,,,
544,64,0,0.02223759889602661,,,,
545,64,0,0.0205095037817955,,,,
546,64,0,0.018692854791879654,,,,
547,64,0,0.019831720739603043,,,,
548,64,0,0.020990822464227676,,,,
549,64,0,0.02145317755639553,,,,
550,64,0,0.023425286635756493,,,,
551,64,0,0.02152695134282112,,,,
552,64,0,0.018656723201274872,,,,
553,64,0,0.020496170967817307,,,,
554,64,0,0.02058001421391964,,,,
555,64,0,0.022369608283042908,,,,
556,64,0,0.02244284376502037,,,,
557,64,0,0.02267233096063137,,,,
558,64,0,0.01997591182589531,,,,
559,64,0,0.017504489049315453,,,,
560,64,0,0.02128366380929947,,,,
561,64,0,0.018864423036575317,,,,
562,64,0,0.017529385164380074,,,,
563,64,0,0.019402511417865753,,,,
564,64,0,0.017554420977830887,,,,
565,64,0,0.017916057258844376,,,,
566,64,0,0.02105984091758728,,,,
567,64,0,0.02245103381574154,,,,
568,64,0,0.018270866945385933,,,,
569,64,0,0.02223169431090355,,,,
570,64,0,0.022407082840800285,,,,
571,64,0,0.022433465346693993,,,,
572,64,0,0.021979164332151413,,,,
573,64,0,0.022312600165605545,,,,
574,64,0,0.020903330296278,,,,
575,64,0,0.020823150873184204,,,,
576,64,0,0.019214218482375145,,,,
577,64,0,0.01775376871228218,,,,
578,64,0,0.022434715181589127,,,,
579,64,0,0.025275301188230515,,,,
580,64,0,0.02034144103527069,,,,
581,64,0,0.01699141040444374,,,,
582,64,0,0.019122296944260597,,,,
583,64,0,0.017293810844421387,,,,
584,64,0,0.021689146757125854,,,,
585,64,0,0.01789756305515766,,,,
586,64,0,0.02071370743215084,,,,
587,64,0,0.0188581645488739,,,,
588,64,0,0.017373928800225258,,,,
589,64,0,0.018965428695082664,,,,
590,64,0,0.024428725242614746,,,,
591,64,0,0.018777482211589813,,,,
592,64,0,0.01698141358792782,,,,
593,64,0,0.0216499175876379,,,,
594,64,0,0.017851512879133224,,,,
595,64,0,0.022205356508493423,,,,
596,64,0,0.018813861533999443,,,,
597,64,0,0.01953696273267269,,,,
598,64,0,0.018470128998160362,,,,
599,64,0,0.018302541226148605,,,,
600,64,0,0.01836782693862915,,,,
601,64,0,0.01866978220641613,,,,
602,64,0,0.02243424952030182,,,,
603,64,0,0.020105695351958275,,,,
604,64,0,0.02251145802438259,,,,
605,64,0,0.01805942878127098,,,,
606,64,0,0.018229734152555466,,,,
607,64,0,0.020032973960042,,,,
608,64,0,0.01841510459780693,,,,
609,64,0,0.02016305737197399,,,,
610,64,0,0.021169357001781464,,,,
611,64,0,0.022470606490969658,,,,
612,64,0,0.018215114250779152,,,,
613,64,0,0.02080884575843811,,,,
614,64,0,0.022944476455450058,,,,
615,64,0,0.021773112937808037,,,,
616,64,0,0.01983342319726944,,,,
617,64,0,0.02112642489373684,,,,
618,64,0,0.019232193008065224,,,,
619,64,0,0.021035371348261833,,,,
620,64,0,0.023616408929228783,,,,
621,64,0,0.01878705620765686,,,,
622,64,0,0.020551227033138275,,,,
623,64,0,0.01966581679880619,,,,
624,64,0,0.02275746688246727,,,,
625,64,0,0.020419763401150703,,,,
626,64,0,0.02295815944671631,,,,
627,64,0,0.018732542172074318,,,,
628,64,0,0.020305559039115906,,,,
629,64,0,0.01699044741690159,,,,
630,64,0,0.02015073597431183,,,,
631,64,0,0.02057391032576561,,,,
632,64,0,0.017132781445980072,,,,
633,64,0,0.021346766501665115,,,,
634,64,0,0.01711316965520382,,,,
635,64,0,0.018260784447193146,,,,
636,64,0,0.020551346242427826,,,,
637,64,0,0.023703452199697495,,,,
638,64,0,0.018856750801205635,,,,
639,64,0,0.017981864511966705,,,,
640,64,0,0.020053232088685036,,,,
641,64,0,0.01847011223435402,,,,
642,64,0,0.02296317182481289,,,,
643,64,0,0.020694348961114883,,,,
644,64,0,0.018786024302244186,,,,
645,64,0,0.01698145642876625,,,,
646,64,0,0.02096889540553093,,,,
647,64,0,0.01994287222623825,,,,
648,64,0,0.018775520846247673,,,,
649,64,0,0.019480640068650246,,,,
650,64,0,0.020764824002981186,,,,
651,64,0,0.01859467849135399,,,,
652,64,0,0.01782820001244545,,,,
653,64,0,0.021961016580462456,,,,
654,64,0,0.018183507025241852,,,,
655,64,0,0.020267924293875694,,,,
656,64,0,0.02262960933148861,,,,
657,64,0,0.018210824579000473,,,,
658,64,0,0.017361268401145935,,,,
659,64,0,0.020355211570858955,,,,
660,64,0,0.024393249303102493,,,,
661,64,0,0.019262414425611496,,,,
662,64,0,0.018956772983074188,,,,
663,64,0,0.01823951117694378,,,,
664,64,0,0.021355753764510155,,,,
665,64,0,0.019620846956968307,,,,
666,64,0,0.017241284251213074,,,,
667,64,0,0.017169661819934845,,,,
668,64,0,0.0190226249396801,,,,
669,64,0,0.02074631303548813,,,,
670,64,0,0.016714148223400116,,,,
671,64,0,0.02160080336034298,,,,
672,64,0,0.019162818789482117,,,,
673,64,0,0.02225516363978386,,,,
674,64,0,0.018581833690404892,,,,
675,64,0,0.019375015050172806,,,,
676,64,0,0.019746460020542145,,,,
677,64,0,0.01878998801112175,,,,
678,64,0,0.01680903695523739,,,,
679,64,0,0.0191694013774395,,,,
680,64,0,0.01781657338142395,,,,
681,64,0,0.01638653874397278,,,,
682,64,0,0.019603371620178223,,,,
683,64,0,0.019499128684401512,,,,
684,64,0,0.021942175924777985,,,,
685,64,0,0.015691058710217476,,,,
686,64,0,0.02110687457025051,,,,
687,64,0,0.020559821277856827,,,,
688,64,0,0.01823590323328972,,,,
689,64,0,0.02067471295595169,,,,
690,64,0,0.019311977550387383,,,,
691,64,0,0.021256333217024803,,,,
692,64,0,0.023776520043611526,,,,
693,64,0,0.022381644695997238,,,,
694,64,0,0.021654685959219933,,,,
695,64,0,0.02067624032497406,,,,
696,64,0,0.022118976339697838,,,,
697,64,0,0.018762296065688133,,,,
698,64,0,0.024299394339323044,,,,
699,64,0,0.017940355464816093,,,,
700,64,0,0.02358052134513855,,,,
701,64,0,0.015895891934633255,,,,
702,64,0,0.01726686954498291,,,,
703,64,0,0.019033171236515045,,,,
704,64,0,0.021732812747359276,,,,
705,64,0,0.020714489743113518,,,,
706,64,0,0.020778926089406013,,,,
707,64,0,0.019301779568195343,,,,
708,64,0,0.017488446086645126,,,,
709,64,0,0.019413527101278305,,,,
710,64,0,0.020376648753881454,,,,
711,64,0,0.018949149176478386,,,,
712,64,0,0.019068721681833267,,,,
713,64,0,0.01919407770037651,,,,
714,64,0,0.020331760868430138,,,,
715,64,0,0.0158592090010643,,,,
716,64,0,0.020015137270092964,,,,
717,64,0,0.02384420484304428,,,,
718,64,0,0.018676623702049255,,,,
719,64,0,0.018856128677725792,,,,
720,64,0,0.01983550563454628,,,,
721,64,0,0.01576639711856842,,,,
722,64,0,0.018473686650395393,,,,
723,64,0,0.01916128769516945,,,,
724,64,0,0.01615094393491745,,,,
725,64,0,0.02097732573747635,,,,
726,64,0,0.01503740530461073,,,,
727,64,0,0.016453808173537254,,,,
728,64,0,0.01875726878643036,,,,
729,64,0,0.017653141170740128,,,,
730,64,0,0.018330128863453865,,,,
731,64,0,0.018462182953953743,,,,
