iter,batch_size,epoch,loss,mean_loss
0,16,0,0.15551280975341797,
1,16,0,0.1648925095796585,
2,16,0,0.19613447785377502,
3,16,0,0.20822051167488098,
4,16,0,0.18939833343029022,
5,16,0,0.18338720500469208,
6,16,0,0.1519722044467926,
7,16,0,0.15790411829948425,
8,16,0,0.17451882362365723,
9,16,0,0.18542256951332092,
10,16,0,0.1648433953523636,
11,16,0,0.17302219569683075,
12,16,0,0.17486219108104706,
13,16,0,0.1850285530090332,
14,16,0,0.18378770351409912,
15,16,0,0.16721920669078827,
16,16,0,0.18225090205669403,
17,16,0,0.18463844060897827,
18,16,0,0.16868405044078827,
19,16,0,0.17860178649425507,
20,16,0,0.15140706300735474,
21,16,0,0.16781964898109436,
22,16,0,0.17366676032543182,
23,16,0,0.15655553340911865,
24,16,0,0.13922235369682312,
25,16,0,0.15941041707992554,
26,16,0,0.16583508253097534,
27,16,0,0.13599838316440582,
28,16,0,0.1787022352218628,
29,16,0,0.1465294063091278,
30,16,0,0.14619474112987518,
31,16,0,0.14122849702835083,
32,16,0,0.17013172805309296,
33,16,0,0.1574951857328415,
34,16,0,0.1581517457962036,
35,16,0,0.1793404072523117,
36,16,0,0.17549841105937958,
37,16,0,0.14079269766807556,
38,16,0,0.14637628197669983,
39,16,0,0.18612661957740784,
40,16,0,0.12885096669197083,
41,16,0,0.12393432855606079,
42,16,0,0.13819772005081177,
43,16,0,0.1298174113035202,
44,16,0,0.12729714810848236,
45,16,0,0.14354638755321503,
46,16,0,0.11926501244306564,
47,16,0,0.14592769742012024,
48,16,0,0.1427856981754303,
49,16,0,0.14333298802375793,
50,16,0,0.14099690318107605,
51,16,0,0.13750815391540527,
52,16,0,0.12336844205856323,
53,16,0,0.11922087520360947,
54,16,0,0.14384983479976654,
55,16,0,0.12070983648300171,
56,16,0,0.1326560080051422,
57,16,0,0.10854490101337433,
58,16,0,0.14249393343925476,
59,16,0,0.13561078906059265,
60,16,0,0.12000774592161179,
61,16,0,0.1342792809009552,
62,16,0,0.119321309030056,
63,16,0,0.12236674129962921,
64,16,0,0.13788145780563354,
65,16,0,0.11913373321294785,
66,16,0,0.11221172660589218,
67,16,0,0.11713165044784546,
68,16,0,0.11269420385360718,
69,16,0,0.13889795541763306,
70,16,0,0.11408330500125885,
71,16,0,0.13127146661281586,
72,16,0,0.0958167314529419,
73,16,0,0.13386404514312744,
74,16,0,0.11833789199590683,
75,16,0,0.11124762892723083,
76,16,0,0.11536745727062225,
77,16,0,0.1148262545466423,
78,16,0,0.10856106132268906,
79,16,0,0.12340810894966125,
80,16,0,0.1141582578420639,
81,16,0,0.09505227208137512,
82,16,0,0.12753231823444366,
83,16,0,0.12574033439159393,
84,16,0,0.11819642782211304,
85,16,0,0.11868824809789658,
86,16,0,0.11094429343938828,
87,16,0,0.13156378269195557,
88,16,0,0.10802169889211655,
89,16,0,0.1289738267660141,
90,16,0,0.10508563369512558,
91,16,0,0.11002597212791443,
92,16,0,0.12453897297382355,
93,16,0,0.12132388353347778,
94,16,0,0.1201460063457489,
95,16,0,0.11496126651763916,
96,16,0,0.12243056297302246,
97,16,0,0.1082788035273552,
98,16,0,0.1062924712896347,
99,16,0,0.11184079945087433,
100,16,0,0.11187874525785446,
101,16,0,0.0968180000782013,
102,16,0,0.11647677421569824,
103,16,0,0.11910506337881088,
104,16,0,0.12142358720302582,
105,16,0,0.09769991040229797,
106,16,0,0.1309833824634552,
107,16,0,0.09697665274143219,
108,16,0,0.08226415514945984,
109,16,0,0.09613092988729477,
110,16,0,0.11214979737997055,
111,16,0,0.10184109210968018,
112,16,0,0.09383468329906464,
113,16,0,0.10490649938583374,
114,16,0,0.11310151219367981,
115,16,0,0.11482548713684082,
116,16,0,0.10886363685131073,
117,16,0,0.1171574592590332,
118,16,0,0.11746393889188766,
119,16,0,0.10975699126720428,
120,16,0,0.09764981269836426,
121,16,0,0.1019243523478508,
122,16,0,0.10177235305309296,
123,16,0,0.09100459516048431,
124,16,0,0.08776736259460449,
125,16,0,0.11193060874938965,
126,16,0,0.12259049713611603,
127,16,0,0.09690038859844208,
128,16,0,0.10212424397468567,
129,16,0,0.1013319194316864,
130,16,0,0.10562807321548462,
131,16,0,0.09515506029129028,
132,16,0,0.0865529328584671,
133,16,0,0.11309753358364105,
134,16,0,0.10284864902496338,
135,16,0,0.106606625020504,
136,16,0,0.10835126042366028,
137,16,0,0.11491813510656357,
138,16,0,0.1032983660697937,
139,16,0,0.11431383341550827,
140,16,0,0.13542264699935913,
141,16,0,0.10074323415756226,
142,16,0,0.09866048395633698,
143,16,0,0.10550185292959213,
144,16,0,0.09405722469091415,
145,16,0,0.08811797946691513,
146,16,0,0.10913120955228806,
147,16,0,0.08967145532369614,
148,16,0,0.09933801740407944,
149,16,0,0.09648346900939941,
150,16,0,0.09580443799495697,
151,16,0,0.11506198346614838,
152,16,0,0.09087789058685303,
153,16,0,0.10314762592315674,
154,16,0,0.09877152740955353,
155,16,0,0.10059551894664764,
156,16,0,0.11878657341003418,
157,16,0,0.09290754795074463,
158,16,0,0.12517613172531128,
159,16,0,0.0988590344786644,
160,16,0,0.08391936868429184,
161,16,0,0.10810219496488571,
162,16,0,0.09840725362300873,
163,16,0,0.10712288320064545,
164,16,0,0.11252468079328537,
165,16,0,0.09890411794185638,
166,16,0,0.09839767217636108,
167,16,0,0.09044460952281952,
168,16,0,0.10075225681066513,
169,16,0,0.10089480876922607,
170,16,0,0.09755115211009979,
171,16,0,0.1027299016714096,
172,16,0,0.0894194170832634,
173,16,0,0.0872342586517334,
174,16,0,0.08355960249900818,
175,16,0,0.0973808616399765,
176,16,0,0.09320111572742462,
177,16,0,0.09592809528112411,
178,16,0,0.08110566437244415,
179,16,0,0.08903380483388901,
180,16,0,0.08195317536592484,
181,16,0,0.09475521743297577,
182,16,0,0.09578198194503784,
183,16,0,0.0853765606880188,
184,16,0,0.1043149083852768,
185,16,0,0.09453856199979782,
186,16,0,0.10700321197509766,
187,16,0,0.08517634123563766,
188,16,0,0.10137103497982025,
189,16,0,0.07984502613544464,
190,16,0,0.10633697360754013,
191,16,0,0.10007479786872864,
192,16,0,0.08768706023693085,
193,16,0,0.09181784093379974,
194,16,0,0.10087507963180542,
195,16,0,0.10020105540752411,
196,16,0,0.09644147008657455,
197,16,0,0.08474259078502655,
198,16,0,0.0978989452123642,
199,16,0,0.0790267288684845,
200,16,0,0.08136175572872162,
201,16,0,0.10194951295852661,
202,16,0,0.11581256240606308,
203,16,0,0.09179385006427765,
204,16,0,0.08611812442541122,
205,16,0,0.0890275090932846,
206,16,0,0.09870623052120209,
207,16,0,0.09724532812833786,
208,16,0,0.10182361304759979,
209,16,0,0.0911254808306694,
210,16,0,0.09313012659549713,
211,16,0,0.08544661849737167,
212,16,0,0.09184271097183228,
213,16,0,0.09040091931819916,
214,16,0,0.09442206472158432,
215,16,0,0.09963041543960571,
216,16,0,0.09141412377357483,
217,16,0,0.09222864359617233,
218,16,0,0.12163242697715759,
219,16,0,0.10420513153076172,
220,16,0,0.09579699486494064,
221,16,0,0.10782976448535919,
222,16,0,0.09419708698987961,
223,16,0,0.10637879371643066,
224,16,0,0.09429661929607391,
225,16,0,0.08860989660024643,
226,16,0,0.1042197048664093,
227,16,0,0.09205417335033417,
228,16,0,0.08929084241390228,
229,16,0,0.08670558780431747,
230,16,0,0.09230383485555649,
231,16,0,0.08473112434148788,
232,16,0,0.08439125865697861,
233,16,0,0.09280954301357269,
234,16,0,0.0843733549118042,
235,16,0,0.09742522239685059,
236,16,0,0.09389733523130417,
237,16,0,0.08377993106842041,
238,16,0,0.08312550187110901,
239,16,0,0.08495932817459106,
240,16,0,0.09517079591751099,
241,16,0,0.0957857221364975,
242,16,0,0.09280872344970703,
243,16,0,0.09106488525867462,
244,16,0,0.08816701173782349,
245,16,0,0.10505112260580063,
246,16,0,0.10202692449092865,
247,16,0,0.09480442106723785,
248,16,0,0.09098134934902191,
249,16,0,0.09543478488922119,
250,16,0,0.09943433851003647,
251,16,0,0.10851781070232391,
252,16,0,0.08956017345190048,
253,16,0,0.09078579396009445,
254,16,0,0.08561253547668457,
255,16,0,0.1059320792555809,
256,16,0,0.07804238051176071,
257,16,0,0.10471638292074203,
258,16,0,0.08749645948410034,
259,16,0,0.0766073688864708,
260,16,0,0.08014801889657974,
261,16,0,0.09623336791992188,
262,16,0,0.08956196904182434,
263,16,0,0.1020740494132042,
264,16,0,0.08924134820699692,
265,16,0,0.08915801346302032,
266,16,0,0.06729336082935333,
267,16,0,0.07912738621234894,
268,16,0,0.09045547246932983,
269,16,0,0.11688586324453354,
270,16,0,0.0938217043876648,
271,16,0,0.09397503733634949,
272,16,0,0.08288048207759857,
273,16,0,0.10731150954961777,
274,16,0,0.07681022584438324,
