iter,batch_size,epoch,loss,mean_loss
0,16,0,0.390608012676239,
1,16,0,0.41242340207099915,
2,16,0,0.4384765625,
3,16,0,0.39331382513046265,
4,16,0,0.3896961212158203,
5,16,0,0.41201865673065186,
6,16,0,0.37683939933776855,
7,16,0,0.38031741976737976,
8,16,0,0.3999439477920532,
9,16,0,0.3996434807777405,
10,16,0,0.3819442093372345,
11,16,0,0.35187047719955444,
12,16,0,0.3873293399810791,
13,16,0,0.3751949369907379,
14,16,0,0.3707975745201111,
15,16,0,0.359138548374176,
16,16,0,0.3622722625732422,
17,16,0,0.336110919713974,
18,16,0,0.29190289974212646,
19,16,0,0.3362305760383606,
20,16,0,0.29340776801109314,
21,16,0,0.24726903438568115,
22,16,0,0.2570240795612335,
23,16,0,0.2644740343093872,
24,16,0,0.24803251028060913,
25,16,0,0.2213050127029419,
26,16,0,0.22027675807476044,
27,16,0,0.22763857245445251,
28,16,0,0.2083331048488617,
29,16,0,0.21235018968582153,
30,16,0,0.19354118406772614,
31,16,0,0.23202362656593323,
32,16,0,0.22304768860340118,
33,16,0,0.20592659711837769,
34,16,0,0.22254212200641632,
35,16,0,0.2048928439617157,
36,16,0,0.20421765744686127,
37,16,0,0.20270615816116333,
38,16,0,0.19530504941940308,
39,16,0,0.20390793681144714,
40,16,0,0.21084624528884888,
41,16,0,0.26497212052345276,
42,16,0,0.2103530317544937,
43,16,0,0.21722736954689026,
44,16,0,0.23098981380462646,
45,16,0,0.22145713865756989,
46,16,0,0.18887966871261597,
47,16,0,0.2018837332725525,
48,16,0,0.2003500759601593,
49,16,0,0.19101032614707947,
50,16,0,0.21344256401062012,
51,16,0,0.2237236201763153,
52,16,0,0.2176963835954666,
53,16,0,0.2267947793006897,
54,16,0,0.16272249817848206,
55,16,0,0.1862037181854248,
56,16,0,0.182944655418396,
57,16,0,0.20301572978496552,
58,16,0,0.18547269701957703,
59,16,0,0.22264160215854645,
60,16,0,0.21351195871829987,
61,16,0,0.18331648409366608,
62,16,0,0.19749613106250763,
63,16,0,0.20730172097682953,
64,16,0,0.1937449872493744,
65,16,0,0.19101646542549133,
66,16,0,0.19982539117336273,
67,16,0,0.20495745539665222,
68,16,0,0.196022629737854,
69,16,0,0.17394518852233887,
70,16,0,0.21116521954536438,
71,16,0,0.17881032824516296,
72,16,0,0.19098731875419617,
73,16,0,0.18169976770877838,
74,16,0,0.17649458348751068,
75,16,0,0.20608897507190704,
76,16,0,0.19980484247207642,
77,16,0,0.21681854128837585,
78,16,0,0.15645407140254974,
79,16,0,0.2106793373823166,
80,16,0,0.18466824293136597,
81,16,0,0.18515880405902863,
82,16,0,0.18482142686843872,
83,16,0,0.1872292160987854,
