iter,batch_size,epoch,loss,mean_loss
0,16,0,0.6278773546218872,
1,16,0,0.44891780614852905,
2,16,0,0.3531266450881958,
3,16,0,0.26680535078048706,
4,16,0,0.2829486131668091,
5,16,0,0.2104678750038147,
6,16,0,0.18903833627700806,
7,16,0,0.18586306273937225,
8,16,0,0.181158185005188,
9,16,0,0.1757190078496933,
10,16,0,0.2097472846508026,
11,16,0,0.20018373429775238,
12,16,0,0.19954851269721985,
13,16,0,0.19548210501670837,
14,16,0,0.1836720108985901,
15,16,0,0.18366160988807678,
16,16,0,0.1523510217666626,
17,16,0,0.18773941695690155,
18,16,0,0.1672038435935974,
19,16,0,0.18215791881084442,
20,16,0,0.19093427062034607,
21,16,0,0.18444734811782837,
22,16,0,0.20373493432998657,
23,16,0,0.19433347880840302,
24,16,0,0.1670781821012497,
25,16,0,0.16417381167411804,
26,16,0,0.187902569770813,
27,16,0,0.20472753047943115,
28,16,0,0.1796002984046936,
29,16,0,0.17695188522338867,
30,16,0,0.1839836835861206,
31,16,0,0.16605202853679657,
32,16,0,0.16194236278533936,
33,16,0,0.17608898878097534,
34,16,0,0.1820005625486374,
35,16,0,0.16117006540298462,
36,16,0,0.1432482898235321,
37,16,0,0.1865607351064682,
38,16,0,0.1967509388923645,
39,16,0,0.18768253922462463,
40,16,0,0.14344832301139832,
41,16,0,0.16078290343284607,
42,16,0,0.14364326000213623,
43,16,0,0.14860455691814423,
44,16,0,0.14816419780254364,
45,16,0,0.14887045323848724,
46,16,0,0.14485327899456024,
47,16,0,0.13333125412464142,
48,16,0,0.16271834075450897,
49,16,0,0.17614927887916565,
50,16,0,0.14505915343761444,
51,16,0,0.1305026113986969,
52,16,0,0.15916621685028076,
53,16,0,0.1402588188648224,
54,16,0,0.11802059412002563,
55,16,0,0.1276228129863739,
56,16,0,0.11874578893184662,
57,16,0,0.11391264200210571,
58,16,0,0.13282112777233124,
59,16,0,0.14328168332576752,
60,16,0,0.1408390998840332,
61,16,0,0.14483341574668884,
62,16,0,0.1264965981245041,
63,16,0,0.11366894096136093,
64,16,0,0.12384533882141113,
65,16,0,0.1443381905555725,
66,16,0,0.11738909780979156,
67,16,0,0.11429840326309204,
68,16,0,0.12484852969646454,
69,16,0,0.11648502200841904,
70,16,0,0.10459711402654648,
71,16,0,0.12409090250730515,
72,16,0,0.13313335180282593,
73,16,0,0.1009516641497612,
74,16,0,0.11922287195920944,
